Article_Title,Author,Year,Description,Revue,Volume,Number,Pages
"Evaluation of the nutrients cycle, humification process, and agronomic efficiency of organic wastes composting enriched with phosphate sludge",A Haouas,2021,"Journal of Cleaner Production 302, 127051, 2021",Journal of Cleaner Production,302,,127051
"Evaluation of the nutrients cycle, humification process, and agronomic efficiency of organic wastes composting enriched with phosphate sludge",C El Modafar,2021,"Journal of Cleaner Production 302, 127051, 2021",Journal of Cleaner Production,302,,127051
"Evaluation of the nutrients cycle, humification process, and agronomic efficiency of organic wastes composting enriched with phosphate sludge",A Douira,2021,"Journal of Cleaner Production 302, 127051, 2021",Journal of Cleaner Production,302,,127051
"Evaluation of the nutrients cycle, humification process, and agronomic efficiency of organic wastes composting enriched with phosphate sludge",S Ibnsouda-Koraichi,2021,"Journal of Cleaner Production 302, 127051, 2021",Journal of Cleaner Production,302,,127051
"Evaluation of the nutrients cycle, humification process, and agronomic efficiency of organic wastes composting enriched with phosphate sludge",A Filali-Maltouf,2021,"Journal of Cleaner Production 302, 127051, 2021",Journal of Cleaner Production,302,,127051
Physico-chemical properties of nanocrystalline apatites: implications for biominerals and biomaterials,C Rey,2007,"Materials Science and engineering: C 27 (2), 198-205, 2007",Materials Science and engineering: C,27,2,198-205
Physico-chemical properties of nanocrystalline apatites: implications for biominerals and biomaterials,C Combes,2007,"Materials Science and engineering: C 27 (2), 198-205, 2007",Materials Science and engineering: C,27,2,198-205
Physico-chemical properties of nanocrystalline apatites: implications for biominerals and biomaterials,C Drouet,2007,"Materials Science and engineering: C 27 (2), 198-205, 2007",Materials Science and engineering: C,27,2,198-205
Physico-chemical properties of nanocrystalline apatites: implications for biominerals and biomaterials,H Sfihi,2007,"Materials Science and engineering: C 27 (2), 198-205, 2007",Materials Science and engineering: C,27,2,198-205
Physico-chemical properties of nanocrystalline apatites: implications for biominerals and biomaterials,A Barroug,2007,"Materials Science and engineering: C 27 (2), 198-205, 2007",Materials Science and engineering: C,27,2,198-205
Physico-chemical properties of nanocrystalline apatites: implications for biominerals and biomaterials,Allal Barroug,2007,"Materials Science and engineering: C 27 (2), 198-205, 2007",Materials Science and engineering: C,27,2,198-205
Hydroxyapatite crystals as a local delivery system for cisplatin: adsorption and release of cisplatin in vitro,A Barroug,2002,"Journal of orthopaedic research 20 (2), 274-280, 2002",Journal of orthopaedic research,20,2,274-280
Hydroxyapatite crystals as a local delivery system for cisplatin: adsorption and release of cisplatin in vitro,MJ Glimcher,2002,"Journal of orthopaedic research 20 (2), 274-280, 2002",Journal of orthopaedic research,20,2,274-280
Hydroxyapatite crystals as a local delivery system for cisplatin: adsorption and release of cisplatin in vitro,Allal Barroug,2002,"Journal of orthopaedic research 20 (2), 274-280, 2002",Journal of orthopaedic research,20,2,274-280
"Removal of the herbicide 2, 4-dichlorophenoxyacetate from water to zinc–aluminium–chloride layered double hydroxides",A Legrouri,2005,"Water Research 39 (15), 3441-3448, 2005",Water Research,39,15,3441-3448
"Removal of the herbicide 2, 4-dichlorophenoxyacetate from water to zinc–aluminium–chloride layered double hydroxides",M Lakraimi,2005,"Water Research 39 (15), 3441-3448, 2005",Water Research,39,15,3441-3448
"Removal of the herbicide 2, 4-dichlorophenoxyacetate from water to zinc–aluminium–chloride layered double hydroxides",A Barroug,2005,"Water Research 39 (15), 3441-3448, 2005",Water Research,39,15,3441-3448
"Removal of the herbicide 2, 4-dichlorophenoxyacetate from water to zinc–aluminium–chloride layered double hydroxides",A De Roy,2005,"Water Research 39 (15), 3441-3448, 2005",Water Research,39,15,3441-3448
"Removal of the herbicide 2, 4-dichlorophenoxyacetate from water to zinc–aluminium–chloride layered double hydroxides",JP Besse,2005,"Water Research 39 (15), 3441-3448, 2005",Water Research,39,15,3441-3448
"Removal of the herbicide 2, 4-dichlorophenoxyacetate from water to zinc–aluminium–chloride layered double hydroxides",Allal Barroug,2005,"Water Research 39 (15), 3441-3448, 2005",Water Research,39,15,3441-3448
Ion exchange of different phosphate ions into the zinc–aluminium–chloride layered double hydroxide,M Badreddine,1999,"Materials Letters 38 (6), 391-395, 1999",Materials Letters,38,6,391-395
Ion exchange of different phosphate ions into the zinc–aluminium–chloride layered double hydroxide,A Legrouri,1999,"Materials Letters 38 (6), 391-395, 1999",Materials Letters,38,6,391-395
Ion exchange of different phosphate ions into the zinc–aluminium–chloride layered double hydroxide,A Barroug,1999,"Materials Letters 38 (6), 391-395, 1999",Materials Letters,38,6,391-395
Ion exchange of different phosphate ions into the zinc–aluminium–chloride layered double hydroxide,A De Roy,1999,"Materials Letters 38 (6), 391-395, 1999",Materials Letters,38,6,391-395
Ion exchange of different phosphate ions into the zinc–aluminium–chloride layered double hydroxide,JP Besse,1999,"Materials Letters 38 (6), 391-395, 1999",Materials Letters,38,6,391-395
Ion exchange of different phosphate ions into the zinc–aluminium–chloride layered double hydroxide,Allal Barroug,1999,"Materials Letters 38 (6), 391-395, 1999",Materials Letters,38,6,391-395
Interactions of cisplatin with calcium phosphate nanoparticles: in vitro controlled adsorption and release,A Barroug,2004,"Journal of Orthopaedic Research 22 (4), 703-708, 2004",Journal of Orthopaedic Research,22,4,703-708
Interactions of cisplatin with calcium phosphate nanoparticles: in vitro controlled adsorption and release,LT Kuhn,2004,"Journal of Orthopaedic Research 22 (4), 703-708, 2004",Journal of Orthopaedic Research,22,4,703-708
Interactions of cisplatin with calcium phosphate nanoparticles: in vitro controlled adsorption and release,LC Gerstenfeld,2004,"Journal of Orthopaedic Research 22 (4), 703-708, 2004",Journal of Orthopaedic Research,22,4,703-708
Interactions of cisplatin with calcium phosphate nanoparticles: in vitro controlled adsorption and release,MJ Glimcher,2004,"Journal of Orthopaedic Research 22 (4), 703-708, 2004",Journal of Orthopaedic Research,22,4,703-708
Interactions of cisplatin with calcium phosphate nanoparticles: in vitro controlled adsorption and release,Allal Barroug,2004,"Journal of Orthopaedic Research 22 (4), 703-708, 2004",Journal of Orthopaedic Research,22,4,703-708
"Preparation of a new stable hybrid material by chloride–2, 4-dichlorophenoxyacetate ion exchange into the zinc–aluminium–chloride layered double hydroxide",M Lakraimi,2000,"Journal of Materials Chemistry 10 (4), 1007-1011, 2000",Journal of Materials Chemistry,10,4,1007-1011
"Preparation of a new stable hybrid material by chloride–2, 4-dichlorophenoxyacetate ion exchange into the zinc–aluminium–chloride layered double hydroxide",A Legrouri,2000,"Journal of Materials Chemistry 10 (4), 1007-1011, 2000",Journal of Materials Chemistry,10,4,1007-1011
"Preparation of a new stable hybrid material by chloride–2, 4-dichlorophenoxyacetate ion exchange into the zinc–aluminium–chloride layered double hydroxide",A Barroug,2000,"Journal of Materials Chemistry 10 (4), 1007-1011, 2000",Journal of Materials Chemistry,10,4,1007-1011
"Preparation of a new stable hybrid material by chloride–2, 4-dichlorophenoxyacetate ion exchange into the zinc–aluminium–chloride layered double hydroxide",A De Roy,2000,"Journal of Materials Chemistry 10 (4), 1007-1011, 2000",Journal of Materials Chemistry,10,4,1007-1011
"Preparation of a new stable hybrid material by chloride–2, 4-dichlorophenoxyacetate ion exchange into the zinc–aluminium–chloride layered double hydroxide",JP Besse,2000,"Journal of Materials Chemistry 10 (4), 1007-1011, 2000",Journal of Materials Chemistry,10,4,1007-1011
"Preparation of a new stable hybrid material by chloride–2, 4-dichlorophenoxyacetate ion exchange into the zinc–aluminium–chloride layered double hydroxide",Allal Barroug,2000,"Journal of Materials Chemistry 10 (4), 1007-1011, 2000",Journal of Materials Chemistry,10,4,1007-1011
"Nuclear magnetic resonance spin‐spin relaxation of the crystals of bone, dental enamel, and synthetic hydroxyapatites",Y Wu,2002,"Journal of Bone and Mineral Research 17 (3), 472-480, 2002",Journal of Bone and Mineral Research,17,3,472-480
"Nuclear magnetic resonance spin‐spin relaxation of the crystals of bone, dental enamel, and synthetic hydroxyapatites",JL Ackerman,2002,"Journal of Bone and Mineral Research 17 (3), 472-480, 2002",Journal of Bone and Mineral Research,17,3,472-480
"Nuclear magnetic resonance spin‐spin relaxation of the crystals of bone, dental enamel, and synthetic hydroxyapatites",HM Kim,2002,"Journal of Bone and Mineral Research 17 (3), 472-480, 2002",Journal of Bone and Mineral Research,17,3,472-480
"Nuclear magnetic resonance spin‐spin relaxation of the crystals of bone, dental enamel, and synthetic hydroxyapatites",C Rey,2002,"Journal of Bone and Mineral Research 17 (3), 472-480, 2002",Journal of Bone and Mineral Research,17,3,472-480
"Nuclear magnetic resonance spin‐spin relaxation of the crystals of bone, dental enamel, and synthetic hydroxyapatites",A Barroug,2002,"Journal of Bone and Mineral Research 17 (3), 472-480, 2002",Journal of Bone and Mineral Research,17,3,472-480
"Nuclear magnetic resonance spin‐spin relaxation of the crystals of bone, dental enamel, and synthetic hydroxyapatites",MJ Glimcher,2002,"Journal of Bone and Mineral Research 17 (3), 472-480, 2002",Journal of Bone and Mineral Research,17,3,472-480
"Nuclear magnetic resonance spin‐spin relaxation of the crystals of bone, dental enamel, and synthetic hydroxyapatites",Allal Barroug,2002,"Journal of Bone and Mineral Research 17 (3), 472-480, 2002",Journal of Bone and Mineral Research,17,3,472-480
"Nanocrystalline apatites in biological systems: characterisation, structure and properties",C Rey,2007,"Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …, 2007","Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …,",,,
"Nanocrystalline apatites in biological systems: characterisation, structure and properties",C Combes,2007,"Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …, 2007","Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …,",,,
"Nanocrystalline apatites in biological systems: characterisation, structure and properties",C Drouet,2007,"Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …, 2007","Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …,",,,
"Nanocrystalline apatites in biological systems: characterisation, structure and properties",A Lebugle,2007,"Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …, 2007","Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …,",,,
"Nanocrystalline apatites in biological systems: characterisation, structure and properties",H Sfihi,2007,"Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …, 2007","Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …,",,,
"Nanocrystalline apatites in biological systems: characterisation, structure and properties",A Barroug,2007,"Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …, 2007","Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …,",,,
"Nanocrystalline apatites in biological systems: characterisation, structure and properties",Allal Barroug,2007,"Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …, 2007","Materialwissenschaft und Werkstofftechnik: Entwicklung, Fertigung, Prüfung …,",,,
Influence of pH on the synthesis of the Zn-Al-nitrate layered double hydroxide and the exchange of nitrate by phosphate ions,A Legrouri,1999,"Journal of materials science letters 18 (13), 1077-1080, 1999",Journal of materials science letters,18,13,1077-1080
Influence of pH on the synthesis of the Zn-Al-nitrate layered double hydroxide and the exchange of nitrate by phosphate ions,M Badreddine,1999,"Journal of materials science letters 18 (13), 1077-1080, 1999",Journal of materials science letters,18,13,1077-1080
Influence of pH on the synthesis of the Zn-Al-nitrate layered double hydroxide and the exchange of nitrate by phosphate ions,A Barroug,1999,"Journal of materials science letters 18 (13), 1077-1080, 1999",Journal of materials science letters,18,13,1077-1080
Influence of pH on the synthesis of the Zn-Al-nitrate layered double hydroxide and the exchange of nitrate by phosphate ions,A De Roy,1999,"Journal of materials science letters 18 (13), 1077-1080, 1999",Journal of materials science letters,18,13,1077-1080
